labels,job_encoded,marital_encoded,education_encoded,default_encoded,housing_encoded,loan_encoded,contact_encoded,poutcome_encoded,month_encoded,age_normalized,balance_normalized,day_normalized,duration_normalized,campaign_normalized,pdays_normalized,previous_normalized
0.0,0.1015625,0.09903468001430103,0.0943952802359882,0.11518560179977502,0.15341488277268095,0.12480417754569191,0.143646408839779,0.09095816464237517,9.0,26.107292557568496,1786.5272993789545,17.070329027868517,77.98420413947694,0.10167092903232311,-1.397185356925345,-0.3203773839394117
0.0,0.09112709832134293,0.09903468001430103,0.106244579358196,0.11518560179977502,0.08597108245408362,0.06222865412445731,0.143646408839779,0.12857142857142856,4.0,29.107292557568496,4788.527299378955,9.070329027868517,218.98420413947693,0.10167092903232311,338.6028146430747,3.6796226160605885
0.0,0.13519091847265222,0.13963210702341136,0.14296296296296296,0.11518560179977502,0.08597108245408362,0.12480417754569191,0.143646408839779,0.12857142857142856,3.0,31.107292557568496,1349.5272993789545,14.070329027868517,183.98420413947693,0.10167092903232311,329.6028146430747,0.6796226160605883
0.0,0.13519091847265222,0.09903468001430103,0.14296296296296296,0.11518560179977502,0.08597108245408362,0.06222865412445731,0.04607250755287009,0.09095816464237517,5.0,26.107292557568496,1475.5272993789545,1.0703290278685178,197.98420413947693,3.101670929032323,-1.397185356925345,-0.3203773839394117
0.0,0.07293868921775898,0.09903468001430103,0.106244579358196,0.11518560179977502,0.08597108245408362,0.12480417754569191,0.04607250755287009,0.09095816464237517,4.0,55.1072925575685,-0.4727006210455136,3.070329027868518,224.98420413947693,0.10167092903232311,-1.397185356925345,-0.3203773839394117
0.0,0.13519091847265222,0.13963210702341136,0.14296296296296296,0.11518560179977502,0.15341488277268095,0.12480417754569191,0.143646408839779,0.12857142857142856,1.0,31.107292557568496,746.5272993789545,21.070329027868517,139.98420413947693,1.101670929032323,175.60281464307465,2.6796226160605885
0.0,0.1092896174863388,0.09903468001430103,0.14296296296296296,0.11518560179977502,0.08597108245408362,0.12480417754569191,0.143646408839779,0.19289340101522842,4.0,32.1072925575685,306.52729937895447,12.070329027868517,339.98420413947696,0.10167092903232311,329.6028146430747,1.6796226160605883
0.0,0.10807291666666667,0.09903468001430103,0.106244579358196,0.11518560179977502,0.08597108245408362,0.12480417754569191,0.143646408839779,0.09095816464237517,4.0,35.1072925575685,146.5272993789545,4.070329027868517,149.98420413947693,1.101670929032323,-1.397185356925345,-0.3203773839394117
0.0,0.08928571428571429,0.09903468001430103,0.14296296296296296,0.11518560179977502,0.08597108245408362,0.12480417754569191,0.04607250755287009,0.09095816464237517,4.0,37.1072925575685,220.5272993789545,12.070329027868517,55.984204139476944,1.101670929032323,-1.397185356925345,-0.3203773839394117
0.0,0.09112709832134293,0.09903468001430103,0.0943952802359882,0.11518560179977502,0.08597108245408362,0.06222865412445731,0.143646408839779,0.12857142857142856,3.0,39.1072925575685,-88.47270062104552,15.070329027868517,311.98420413947696,0.10167092903232311,146.60281464307465,1.6796226160605883
